Time (s),Reference,Altitude,Tracking Error,Tracking Error Derivative,Tracking Error Second Derivative
15308.7,36000.0,35987.782258064515,12.21774193548382,0.6116431451613034,0.046348356331224666
15308.8,36000.0,35987.68817204301,12.31182795698783,0.613412677766203,0.04622679129299947
15308.9,36000.0,35987.594086021505,12.405913978493551,0.6151822103711349,0.046105226254772064
15309.0,36000.0,35987.5,12.499999999999272,0.6169517429760667,0.04598366121654466
15309.1,36000.0,35987.405913978495,12.594086021504994,0.6187212755809985,0.045862096178317255
15309.2,36000.0,35987.31182795699,12.688172043010715,0.6204908081859304,0.04574053114008985
15309.3,36000.0,35987.217741935485,12.782258064514725,0.62226034079083,0.04561896610186465
15309.4,36000.0,35987.12365591398,12.876344086020445,0.624029873395762,0.04549740106363725
15309.5,36000.0,35987.029569892475,12.970430107526166,0.6257994060006938,0.045375836025409844
15309.6,36000.0,35986.93548387097,13.064516129031887,0.6275689386056257,0.04525427098718244
15309.7,36000.0,35986.841397849465,13.158602150537607,0.6293384712105575,0.045132705948955035
15309.8,36000.0,35986.74731182796,13.252688172041617,0.6311080038154573,0.045011140910729844
15309.9,36000.0,35986.653225806454,13.346774193547338,0.6328775364203891,0.04488957587250244
15310.0,36000.0,35986.55913978495,13.440860215053059,0.634647069025321,0.044768010834275035
15310.1,36000.0,35986.465053763444,13.534946236558781,0.6364166016302528,0.044646445796047624
15310.2,36000.0,35986.37096774193,13.629032258064502,0.6381861342351847,0.044524880757820226
15310.3,36000.0,35986.276881720434,13.72311827956851,0.6399556668400843,0.04440331571959503
15310.4,36000.0,35986.18279569893,13.817204301074232,0.6417251994450162,0.044281750681367624
15310.5,36000.0,35986.08870967742,13.911290322579953,0.6434947320499481,0.04416018564314022
15310.6,36000.0,35985.99462365591,14.005376344085674,0.64526426465488,0.044038620604912815
15310.7,36000.0,35985.90053763441,14.099462365591394,0.6470337972598118,0.04391705556668541
15310.8,36000.0,35985.8064516129,14.193548387095404,0.6488033298647115,0.04379549052846021
15310.9,36000.0,35985.7123655914,14.287634408601125,0.6505728624696434,0.04367392549023281
15311.0,36000.0,35985.61827956989,14.381720430106846,0.6523423950745753,0.043552360452005404
15311.1,36000.0,35985.52419354839,14.475806451612566,0.6541119276795071,0.043430795413778
15311.2,36000.0,35985.43010752688,14.569892473118289,0.6558814602844389,0.043309230375550595
15311.3,36000.0,35985.336021505376,14.663978494622297,0.6576509928893386,0.043187665337325404
15311.4,36000.0,35985.24193548387,14.75806451612802,0.6594205254942704,0.04306610029909799
15311.5,36000.0,35985.147849462366,14.85215053763374,0.6611900580992023,0.042944535260870595
15311.6,36000.0,35985.05376344086,14.94623655913946,0.6629595907041342,0.042822970222643184
15311.7,36000.0,35984.959677419356,15.040322580645181,0.6647291233090661,0.042701405184415786
15311.8,36000.0,35984.86559139785,15.134408602149191,0.6664986559139657,0.04257984014619059
15311.9,36000.0,35984.771505376346,15.228494623654912,0.6682681885188976,0.042458275107963184
15312.0,36000.0,35984.67741935484,15.322580645160633,0.6700377211238295,0.04233671006973578
15312.1,36000.0,35984.583333333336,15.416666666666353,0.6718072537287614,0.042215145031508375
15312.2,36000.0,35984.48924731183,15.510752688172076,0.6735767863336932,0.04209357999328097
15312.3,36000.0,35984.395161290326,15.604838709676084,0.6753463189385929,0.04197201495505577
15312.4,36000.0,35984.30107526882,15.698924731181807,0.6771158515435247,0.04185044991682837
15312.5,36000.0,35984.206989247316,15.793010752687527,0.6788853841484566,0.041728884878600964
15312.6,36000.0,35984.1129032258,15.887096774193248,0.6806549167533884,0.04160731984037356
15312.7,36000.0,35984.0188172043,15.981182795698968,0.6824244493583203,0.041485754802146155
15312.8,36000.0,35983.9247311828,16.07526881720298,0.68419398196322,0.041364189763920964
15312.9,36000.0,35983.83064516129,16.1693548387087,0.6859635145681519,0.04124262472569355
15313.0,36000.0,35983.73655913978,16.26344086021442,0.6877330471730837,0.041121059687466155
15313.1,36000.0,35983.64247311828,16.35752688172014,0.6895025797780155,0.040999494649238744
15313.2,36000.0,35983.54838709677,16.451612903225865,0.6912721123829475,0.040877929611011346
15313.3,36000.0,35983.45430107527,16.54569892472987,0.6930416449878471,0.04075636457278615
15313.4,36000.0,35983.36021505376,16.639784946235594,0.694811177592779,0.040634799534558744
15313.5,36000.0,35983.26612903226,16.733870967741314,0.6965807101977108,0.04051323449633134
15313.6,36000.0,35983.17204301075,16.827956989247035,0.6983502428026427,0.040391669458103935
15313.7,36000.0,35983.07795698925,16.922043010752756,0.7001197754075745,0.04027010441987652
15313.8,36000.0,35982.98387096774,17.016129032256764,0.7018893080124742,0.04014853938165133
15313.9,36000.0,35982.88978494624,17.110215053762488,0.7036588406174061,0.040026974343423935
15314.0,36000.0,35982.79569892473,17.204301075268205,0.705428373222338,0.039905409305196524
15314.1,36000.0,35982.70161290323,17.29838709677393,0.7071979058272698,0.03978384426696912
15314.2,36000.0,35982.60752688172,17.392473118279646,0.7089674384322018,0.039662279228741715
15314.3,36000.0,35982.51344086022,17.486559139783658,0.7107369710371014,0.039540714190516524
15314.4,36000.0,35982.41935483871,17.58064516128938,0.7125065036420333,0.03941914915228911
15314.5,36000.0,35982.32526881721,17.6747311827951,0.7142760362469651,0.039297584114061715
15314.6,36000.0,35982.2311827957,17.768817204300824,0.716045568851897,0.039176019075834304
15314.7,36000.0,35982.1370967742,17.86290322580654,0.7178151014568288,0.039054454037606906
15314.8,36000.0,35982.04301075269,17.956989247310553,0.7195846340617285,0.03893288899938171
15314.9,36000.0,35981.94892473119,18.051075268816273,0.7213541666666603,0.038811323961154304
15315.0,36000.0,35981.85483870968,18.145161290321994,0.7231236992715921,0.0386897589229269
15315.1,36000.0,35981.76075268817,18.239247311827715,0.7248932318765241,0.038568193884699495
15315.2,36000.0,35981.666666666664,18.333333333333435,0.726662764481456,0.03844662884647208
15315.3,36000.0,35981.57258064516,18.427419354837447,0.7284322970863557,0.03832506380824689
15315.4,36000.0,35981.478494623654,18.521505376343164,0.7302018296912876,0.03820349877001949
15315.5,36000.0,35981.38440860215,18.61559139784889,0.7319713622962194,0.038081933731792084
15315.6,36000.0,35981.290322580644,18.70967741935461,0.7337408949011512,0.03796036869356468
15315.7,36000.0,35981.19623655914,18.80376344086033,0.7355104275060831,0.037838803655337275
15315.8,36000.0,35981.102150537634,18.89784946236434,0.7372799601109827,0.037717238617112084
15315.9,36000.0,35981.00806451613,18.99193548387006,0.7390494927159146,0.03759567357888467
15316.0,36000.0,35980.913978494624,19.086021505375783,0.7408190253208464,0.037474108540657275
15316.1,36000.0,35980.81989247312,19.1801075268815,0.7425885579257783,0.037352543502429864
15316.2,36000.0,35980.72580645161,19.274193548387224,0.7443580905307102,0.037230978464202466
15316.3,36000.0,35980.63172043011,19.368279569891232,0.7461276231356099,0.03710941342597727
15316.4,36000.0,35980.5376344086,19.462365591396953,0.7478971557405417,0.036987848387749864
15316.5,36000.0,35980.4435483871,19.556451612902674,0.7496666883454737,0.03686628334952246
15316.6,36000.0,35980.34946236559,19.650537634408394,0.7514362209504055,0.036744718311295055
15316.7,36000.0,35980.25537634409,19.74462365591412,0.7532057535553374,0.03662315327306764
15316.8,36000.0,35980.16129032258,19.838709677418127,0.754975286160237,0.03650158823484245
15316.9,36000.0,35980.06720430108,19.932795698923847,0.7567448187651689,0.03638002319661505
15317.0,36000.0,35979.97311827957,20.026881720429568,0.7585143513701007,0.036258458158387644
15317.1,36000.0,35979.87903225807,20.12096774193529,0.7602838839750325,0.03613689312016024
15317.2,36000.0,35979.784946236556,20.21505376344101,0.7620534165799644,0.036015328081932835
15317.3,36000.0,35979.69086021506,20.30913978494502,0.7638229491848642,0.035893763043707644
15317.4,36000.0,35979.59677419355,20.40322580645074,0.765592481789796,0.03577219800548023
15317.5,36000.0,35979.50268817204,20.497311827956462,0.7673620143947278,0.035650632967252835
15317.6,36000.0,35979.408602150535,20.591397849462183,0.7691315469996598,0.035529067929025424
15317.7,36000.0,35979.31451612903,20.685483870967904,0.7709010796045916,0.035407502890798026
15317.8,36000.0,35979.220430107525,20.779569892471912,0.7726706122094913,0.03528593785257283
15317.9,36000.0,35979.12634408602,20.873655913977633,0.7744401448144231,0.035164372814345424
15318.0,36000.0,35979.032258064515,20.967741935483353,0.776209677419355,0.03504280777611802
15318.1,36000.0,35978.93817204301,21.061827956989077,0.7779792100242868,0.034921242737890615
15318.2,36000.0,35978.844086021505,21.155913978494798,0.7797487426292187,0.0347996776996632
15318.3,36000.0,35978.75,21.249999999998806,0.7815182752341183,0.03467811266143801
15318.4,36000.0,35978.655913978495,21.344086021504527,0.7832878078390503,0.03455654762321061
15318.5,36000.0,35978.56182795699,21.438172043010248,0.7850573404439821,0.034434982584983204
15318.6,36000.0,35978.467741935485,21.53225806451597,0.786826873048914,0.0343134175467558
15318.7,36000.0,35978.37365591398,21.62634408602169,0.7885964056538459,0.034191852508528395
15318.8,36000.0,35978.279569892475,21.7204301075257,0.7903659382587456,0.034070287470303204
15318.9,36000.0,35978.18548387097,21.81451612903142,0.7921354708636774,0.03394872243207579
15319.0,36000.0,35978.091397849465,21.908602150537142,0.7939050034686093,0.033827157393848395
15319.1,36000.0,35977.99731182796,22.002688172042863,0.7956745360735411,0.033705592355620984
15319.2,36000.0,35977.903225806454,22.096774193548583,0.797444068678473,0.033584027317393586
15319.3,36000.0,35977.80913978495,22.19086021505259,0.7992136012833726,0.03346246227916839
15319.4,36000.0,35977.715053763444,22.284946236558316,0.8009831338883044,0.033340897240940984
15319.5,36000.0,35977.62096774194,22.379032258064036,0.8027526664932363,0.03321933220271358
15319.6,36000.0,35977.52688172043,22.473118279569757,0.8045221990981682,0.033097767164486175
15319.7,36000.0,35977.43279569892,22.567204301075478,0.8062917317031001,0.03297620212625876
15319.8,36000.0,35977.338709677424,22.661290322579486,0.8080612643079998,0.03285463708803357
15319.9,36000.0,35977.24462365591,22.755376344085207,0.8098307969129317,0.03273307204980617
15320.0,36000.0,35977.15053763441,22.849462365590927,0.8116003295178635,0.032611507011578764
15320.1,36000.0,35977.0564516129,22.943548387096648,0.8133698621227954,0.03248994197335136
15320.2,36000.0,35976.9623655914,23.037634408602372,0.8151393947277272,0.032368376935123955
15320.3,36000.0,35976.86827956989,23.13172043010638,0.8169089273326269,0.032246811896898764
15320.4,36000.0,35976.77419354839,23.2258064516121,0.8186784599375587,0.03212524685867135
15320.5,36000.0,35976.68010752688,23.31989247311782,0.8204479925424906,0.032003681820443955
15320.6,36000.0,35976.586021505376,23.413978494623542,0.8222175251474224,0.031882116782216544
15320.7,36000.0,35976.49193548387,23.508064516129263,0.8239870577523544,0.031760551743989146
15320.8,36000.0,35976.397849462366,23.602150537633275,0.825756590357254,0.03163898670576395
15320.9,36000.0,35976.30376344086,23.696236559138995,0.8275261229621859,0.031517421667536544
15321.0,36000.0,35976.209677419356,23.790322580644716,0.8292956555671178,0.03139585662930914
15321.1,36000.0,35976.11559139785,23.884408602150437,0.8310651881720497,0.031274291591081735
15321.2,36000.0,35976.021505376346,23.978494623656157,0.8328347207769815,0.031152726552854327
15321.3,36000.0,35975.92741935484,24.072580645160166,0.8346042533818812,0.031031161514629133
15321.4,36000.0,35975.833333333336,24.166666666665886,0.836373785986813,0.030909596476401728
15321.5,36000.0,35975.73924731183,24.26075268817161,0.8381433185917448,0.030788031438174324
15321.6,36000.0,35975.645161290326,24.35483870967733,0.8399128511966767,0.03066646639994692
15321.7,36000.0,35975.55107526882,24.44892473118305,0.8416823838016085,0.030544901361719515
15321.8,36000.0,35975.456989247316,24.54301075268706,0.8434519164065083,0.03042333632349432
15321.9,36000.0,35975.36290322581,24.63709677419278,0.8452214490114401,0.030301771285266916
15322.0,36000.0,35975.2688172043,24.7311827956985,0.846990981616372,0.03018020624703951
15322.1,36000.0,35975.17473118279,24.825268817204222,0.8487605142213039,0.030058641208812107
15322.2,36000.0,35975.08064516129,24.919354838709943,0.8505300468262358,0.029937076170584703
15322.3,36000.0,35974.98655913978,25.013440860213954,0.8522995794311354,0.029815511132359508
15322.4,36000.0,35974.89247311828,25.107526881719675,0.8540691120360673,0.029693946094132104
15322.5,36000.0,35974.79838709677,25.201612903225396,0.8558386446409991,0.0295723810559047
15322.6,36000.0,35974.70430107527,25.295698924731116,0.857608177245931,0.02945081601767729
15322.7,36000.0,35974.61021505376,25.389784946236837,0.8593777098508628,0.029329250979449887
15322.8,36000.0,35974.51612903226,25.48387096774085,0.8611472424557625,0.029207685941224693
15322.9,36000.0,35974.42204301075,25.57795698924657,0.8629167750606944,0.029086120902997288
15323.0,36000.0,35974.32795698925,25.67204301075229,0.8646863076656263,0.028964555864769884
15323.1,36000.0,35974.23387096774,25.76612903225801,0.8664558402705581,0.02884299082654248
15323.2,36000.0,35974.13978494624,25.86021505376373,0.8682253728754901,0.028721425788315075
15323.3,36000.0,35974.04569892473,25.95430107526774,0.8699949054803897,0.02859986075008988
15323.4,36000.0,35973.95161290323,26.04838709677346,0.8717644380853216,0.028478295711862476
15323.5,36000.0,35973.85752688172,26.142473118279185,0.8735339706902534,0.02835673067363507
15323.6,36000.0,35973.76344086022,26.236559139784905,0.8753035032951852,0.028235165635407667
15323.7,36000.0,35973.66935483871,26.330645161290626,0.8770730359001171,0.028113600597180263
15323.8,36000.0,35973.57526881721,26.424731182794634,0.8788425685050167,0.027992035558955068
15323.9,36000.0,35973.4811827957,26.518817204300355,0.8806121011099486,0.027870470520727664
15324.0,36000.0,35973.3870967742,26.612903225806075,0.8823816337148805,0.02774890548250026
15324.1,36000.0,35973.29301075269,26.706989247311796,0.8841511663198124,0.02762734044427285
15324.2,36000.0,35973.19892473118,26.801075268817517,0.8859206989247442,0.027505775406045447
15324.3,36000.0,35973.10483870968,26.89516129032153,0.887690231529644,0.027384210367820253
15324.4,36000.0,35973.01075268817,26.98924731182725,0.8894597641345758,0.027262645329592848
15324.5,36000.0,35972.916666666664,27.08333333333297,0.8912292967395077,0.027141080291365444
15324.6,36000.0,35972.82258064516,27.17741935483869,0.8929988293444395,0.02701951525313804
15324.7,36000.0,35972.728494623654,27.27150537634441,0.8947683619493714,0.026897950214910635
15324.8,36000.0,35972.63440860215,27.365591397848423,0.896537894554271,0.02677638517668544
15324.9,36000.0,35972.540322580644,27.459677419354144,0.8983074271592029,0.026654820138458036
15325.0,36000.0,35972.44623655914,27.553763440859864,0.9000769597641347,0.02653325510023063
15325.1,36000.0,35972.352150537634,27.647849462365585,0.9018464923690666,0.026411690062003227
15325.2,36000.0,35972.25806451613,27.741935483871305,0.9036160249739985,0.026290125023775823
15325.3,36000.0,35972.163978494624,27.836021505375314,0.9053855575788982,0.026168559985550628
15325.4,36000.0,35972.06989247312,27.930107526881034,0.9071550901838301,0.026046994947323224
15325.5,36000.0,35971.97580645161,28.024193548386755,0.908924622788762,0.025925429909095816
15325.6,36000.0,35971.88172043011,28.11827956989248,0.9106941553936938,0.02580386487086841
15325.7,36000.0,35971.7876344086,28.2123655913982,0.9124636879986256,0.025682299832641007
15325.8,36000.0,35971.6935483871,28.306451612902208,0.9142332206035253,0.025560734794415813
15325.9,36000.0,35971.59946236559,28.40053763440793,0.9160027532084571,0.025439169756188408
15326.0,36000.0,35971.50537634409,28.49462365591365,0.917772285813389,0.025317604717961004
15326.1,36000.0,35971.41129032258,28.58870967741937,0.9195418184183208,0.0251960396797336
15326.2,36000.0,35971.31720430108,28.68279569892509,0.9213113510232527,0.025074474641506195
15326.3,36000.0,35971.22311827957,28.776881720429103,0.9230808836281524,0.024952909603281004
15326.4,36000.0,35971.12903225807,28.870967741934823,0.9248504162330843,0.024831344565053592
15326.5,36000.0,35971.03494623656,28.965053763440544,0.9266199488380161,0.024709779526826188
15326.6,36000.0,35970.94086021505,29.059139784946264,0.9283894814429481,0.024588214488598784
15326.7,36000.0,35970.846774193546,29.153225806451985,0.9301590140478799,0.02446664945037138
15326.8,36000.0,35970.75268817204,29.247311827955993,0.9319285466527796,0.024345084412146188
15326.9,36000.0,35970.658602150535,29.341397849461718,0.9336980792577114,0.024223519373918784
15327.0,36000.0,35970.56451612903,29.43548387096744,0.9354676118626433,0.02410195433569138
15327.1,36000.0,35970.470430107525,29.52956989247316,0.9372371444675751,0.023980389297463975
15327.2,36000.0,35970.37634408602,29.62365591397888,0.939006677072507,0.02385882425923657
15327.3,36000.0,35970.282258064515,29.717741935482888,0.9407762096774066,0.023737259221011373
15327.4,36000.0,35970.18817204301,29.81182795698861,0.9425457422823386,0.023615694182783968
15327.5,36000.0,35970.094086021505,29.90591397849433,0.9443152748872704,0.023494129144556564
15327.6,36000.0,35970.0,30.00000000000005,0.9460848074922023,0.02337256410632916
15327.7,36000.0,35969.905913978495,30.094086021505774,0.9478543400971342,0.023250999068101755
15327.8,36000.0,35969.81182795699,30.188172043009782,0.9496238727020339,0.023129434029876564
15327.9,36000.0,35969.717741935485,30.282258064515503,0.9513934053069657,0.023007868991649152
15328.0,36000.0,35969.62365591398,30.376344086021223,0.9531629379118975,0.022886303953421748
15328.1,36000.0,35969.529569892475,30.470430107526944,0.9549324705168294,0.022764738915194344
15328.2,36000.0,35969.43548387097,30.564516129032665,0.9567020031217612,0.02264317387696694
15328.3,36000.0,35969.341397849465,30.658602150536677,0.9584715357266609,0.022521608838741748
15328.4,36000.0,35969.24731182796,30.752688172042397,0.9602410683315928,0.022400043800514344
15328.5,36000.0,35969.153225806454,30.846774193548118,0.9620106009365247,0.02227847876228694
15328.6,36000.0,35969.05913978495,30.94086021505384,0.9637801335414565,0.022156913724059535
15328.7,36000.0,35968.96505376344,31.03494623655956,0.9655496661463884,0.02203534868583213
15328.8,36000.0,35968.87096774194,31.129032258063567,0.967319198751288,0.021913783647606933
15328.9,36000.0,35968.776881720434,31.22311827956929,0.9690887313562199,0.021792218609379528
15329.0,36000.0,35968.68279569892,31.317204301075012,0.9708582639611518,0.021670653571152124
15329.1,36000.0,35968.58870967742,31.411290322580733,0.9726277965660837,0.02154908853292472
15329.2,36000.0,35968.49462365591,31.505376344086454,0.9743973291710155,0.021427523494697315
15329.3,36000.0,35968.40053763441,31.599462365590462,0.9761668617759152,0.021305958456472117
15329.4,36000.0,35968.3064516129,31.693548387096182,0.977936394380847,0.021184393418244712
15329.5,36000.0,35968.2123655914,31.787634408601903,0.979705926985779,0.021062828380017308
15329.6,36000.0,35968.11827956989,31.881720430107624,0.9814754595907108,0.020941263341789904
15329.7,36000.0,35968.02419354839,31.975806451613348,0.9832449921956427,0.0208196983035625
15329.8,36000.0,35967.93010752688,32.069892473117356,0.9850145248005423,0.020698133265337308
15329.9,36000.0,35967.836021505376,32.16397849462308,0.9867840574054741,0.020576568227109904
15330.0,36000.0,35967.74193548387,32.2580645161288,0.988553590010406,0.0204550031888825
15330.1,36000.0,35967.903225806454,32.09677419354755,0.9798820672909849,0.020093106978616337
15330.2,36000.0,35968.06451612903,31.935483870966312,0.9712105445715639,0.019731210768350178
15330.3,36000.0,35968.22580645161,31.774193548388002,0.9625390218523006,0.0193693145580906
15330.4,36000.0,35968.3870967742,31.61290322580676,0.9538674991328795,0.019007418347824438
15330.5,36000.0,35968.54838709677,31.451612903225517,0.9451959764134583,0.018645522137558275
15330.6,36000.0,35968.709677419356,31.290322580644276,0.9365244536940373,0.018283625927292116
15330.7,36000.0,35968.87096774194,31.12903225806303,0.9278529309746162,0.017921729717025953
15330.8,36000.0,35969.032258064515,30.96774193548472,0.9191814082553529,0.017559833506766376
15330.9,36000.0,35969.1935483871,30.80645161290348,0.9105098855359318,0.017197937296500213
15331.0,36000.0,35969.354838709674,30.645161290322235,0.9018383628165108,0.01683604108623405
15331.1,36000.0,35969.51612903226,30.483870967740994,0.8931668400970897,0.01647414487596789
15331.2,36000.0,35969.67741935484,30.32258064515975,0.8844953173776686,0.01611224866570173
15331.3,36000.0,35969.83870967742,30.161290322581443,0.8758237946584052,0.01575035245544215
15331.4,36000.0,35970.0,30.0000000000002,0.8671522719389841,0.01538845624517599
15331.5,36000.0,35970.16129032258,29.838709677418954,0.8584807492195631,0.01502656003490983
15331.6,36000.0,35970.32258064516,29.677419354837713,0.849809226500142,0.014664663824643667
